LMP,Load,Temperature
36.54,45.73,13.52
11.25,51.1,30.88
11.42,51.33,30.7
11.31,51.2,30.54
12.19,50.93,30.04
12.61,50.44,29.57
13.84,50.04,28.94
14.96,49.57,28.5
15.98,49.14,28.14
17.2,48.72,27.83
18.11,48.39,27.58
18.85,48.13,27.44
19.31,47.95,27.3
19.76,47.76,27.19
20.11,47.65,27.11
20.54,47.5,27.05
20.46,47.48,26.96
20.73,47.4,26.95
20.96,47.3,26.97
20.67,47.34,26.96
20.62,47.32,27
20.17,47.34,27.04
19.87,47.36,27.08
19.52,47.42,27.25
18.58,47.58,27.35
17.84,47.74,27.48
16.84,48.02,27.7
15.83,48.34,27.96
14.95,48.83,28.17
14.21,49.39,28.46
13.62,50.09,28.74
13.38,50.93,29.04
13.4,51.91,29.28
13.88,52.95,29.59
14.22,54.12,29.74
15.29,55.31,29.79
16.08,56.6,29.76
17.54,57.9,29.67
19.89,59.19,29.48
23.11,60.37,29.2
26.8,61.63,28.87
32,62.99,28.55
36.06,64.45,28.26
40.58,65.88,28.14
47.55,67.27,27.85
55.92,68.41,27.65
66.95,69.44,27.53
78.31,70.52,27.6
87.45,71.75,27.86
95.23,73.11,27.94
104.57,74.36,27.91
117.95,74.97,27.93
131.06,74.97,28.13
141.07,74.97,28.37
147.71,74.97,28.52
148.82,74.97,28.62
154.78,74.97,28.71
157.4,74.97,28.79
160.27,74.97,28.82
164.78,74.97,29.02
168.87,74.97,29.22
166.4,74.97,29.47
161.47,74.97,29.74
151.25,74.97,29.77
149.56,74.97,29.89
124.61,74.97,30.55
94.65,73.65,31.47
62.51,72.16,32.59
38.31,71.04,33.56
22.76,70.28,34.46
14.07,69.91,35.28
11.72,69.93,35.58
15.32,69.79,35.47
26.53,69.79,34.95
56.2,69.37,33.69
97.62,68.36,33.05
86.05,68.19,33.74
45.1,68.04,34.69
20.62,66.01,35.17
11.12,62.65,35.03
7.3,59.64,34.77
5.98,57.54,34.4
6.14,55.97,33.83
7.29,54.6,33.14
7.93,53.67,32.38
8.86,52.81,31.63
9.92,52.06,30.82
10.9,51.32,30.2
11.97,50.73,29.58
13.31,50.07,29.05
14.39,49.54,28.64
15.34,49.09,28.28
16.11,48.74,28.01
16.64,48.47,27.81
17.19,48.28,27.66
17.8,48.12,27.6
17.45,48.16,27.61
9.41,51.8,31.06
9.52,51.98,30.98
9.24,51.91,30.89
9.91,51.71,30.61
9.93,51.43,30.39
10.36,51.29,30.2
10.41,51.27,30.13
10.45,51.28,30.07
10.63,51.53,30.06
10.97,51.84,30.1
11.22,52.41,30.16
11.79,53.14,30.25
12.4,54.09,30.29
13.12,55.22,30.29
14.11,56.46,30.17
15.9,57.73,29.88
18.4,59.01,29.54
21.63,60.21,29.24
25.36,61.5,29.02
29.1,62.95,28.79
33.63,64.34,28.5
40.38,65.75,28.05
49.06,67.19,27.56
59.99,68.33,27.36
72.15,69.41,27.55
83.22,70.74,27.79
91.35,72.2,27.98
101.47,73.53,27.99
111.73,74.97,28
126.07,74.97,28.32
136.99,74.97,28.68
142.64,74.97,28.93
147,74.97,29.14
149.28,74.97,29.15
153.34,74.97,29.13
151.73,74.97,29.16
147.05,74.97,29.23
142.73,74.97,29.26
135.86,74.97,29.32
131.71,74.97,29.5
130.31,74.97,29.6
135.44,74.97,29.56
143.36,74.97,29.49
144.92,74.97,29.48
130.24,74.97,29.81
93.11,74.97,31
55.14,73.81,32.92
32.44,71.43,34.23
19.17,70.3,35.01
13.39,69.74,35.35
16.42,69.09,35.33
33.95,69.02,34.33
77.83,68.13,33.03
95.06,67.92,33.21
53.84,68.4,34.37
24.78,66.93,35
11.05,63.85,35.15
6.67,60.56,34.88
5.18,58.23,34.48
5.45,56.48,33.94
6.32,55.13,33.27
7.18,54.1,32.53
7.99,53.33,31.78
9.13,52.53,31.03
10.05,51.88,30.3
11.05,51.26,29.6
12.42,50.62,29.04
13.61,50.06,28.55
14.58,49.64,28.16
15.6,49.2,27.84
16.56,48.87,27.58
17.45,48.57,27.39
17.93,48.42,27.28
18.33,48.29,27.19
18.69,48.17,27.07
19.17,48.05,27.04
19.28,48.03,27.01
19.44,47.95,26.99
19.64,47.91,26.98
19.59,47.89,26.97
19.45,47.92,26.97
19.67,47.84,26.98
19.7,47.82,26.99
19.43,47.88,26.98
19.51,47.89,26.99
19.42,47.89,27.01
19.35,47.93,27.06
19.37,47.9,27.12
18.97,47.98,27.12
18.83,48,27.11
18.69,48,27.19
18.45,48.03,27.26
18.32,48.07,27.25
18.24,48.1,27.23
18.19,48.14,27.28
17.74,48.23,27.32
12.44,51.06,30.46
12.75,51.24,30.28
12.46,51.14,30.14
13.22,50.88,29.72
13.82,50.37,29.31
15.21,49.96,28.74
16.21,49.61,28.41
17.27,49.16,28.11
18.21,48.8,27.76
19.13,48.53,27.53
19.86,48.27,27.41
20.35,48.12,27.32
20.74,47.98,27.24
20.86,47.93,27.15
21.32,47.82,27.1
21.56,47.76,27.1
21.4,47.8,27.1
21.62,47.76,27.11
21.61,47.73,27.16
21.2,47.75,27.11
21.39,47.73,27.15
21.07,47.77,27.17
21.04,47.8,27.18
20.86,47.83,27.21
20.62,47.91,27.28
20.37,48,27.39
19.68,48.13,27.52
18.86,48.3,27.61
18.38,48.39,27.81
17.43,48.64,27.99
16.57,48.89,28.19
15.79,49.27,28.42
15.03,49.76,28.69
14.53,50.35,28.98
14.2,51.09,29.25
14.27,51.95,29.5
14.69,52.99,29.68
15.34,54.18,29.8
16.25,55.45,29.8
17.37,56.9,29.68
19.7,58.26,29.46
22.71,59.63,29.17
26.11,61.01,28.89
30.12,62.53,28.56
34.4,64.11,28.29
39.72,65.65,27.99
47.07,67.1,27.61
55.99,68.44,27.2
66.23,69.62,27.12
77.59,70.81,27.21
86.88,72.14,27.42
97.85,73.31,27.4
106.16,74.74,27.43
117.34,74.97,27.59
132.17,74.97,27.66
141.09,74.97,27.97
151.53,74.97,28.22
152.67,74.97,28.47
157.66,74.97,28.49
161.37,74.97,28.64
173.09,74.97,28.8
176.34,74.97,28.96
176.62,74.97,29.25
171.59,74.97,29.55
161.5,74.97,29.71
159.08,74.97,29.84
134.53,74.97,30.32
109.25,74.09,31.13
75.15,72.89,32.05
49.9,71.56,33
30.62,70.81,33.82
18.21,70.45,34.69
13.11,70.31,35.31
12.39,70.19,35.59
16.42,69.94,35.58
30.06,69.73,34.83
61.96,68.96,33.6
97.37,67.88,33.08
80.06,67.76,33.77
43.68,67.18,34.47
22.19,64.86,34.75
12.12,61.78,34.83
7.83,59.21,34.63
6.93,57.29,34.19
7.54,55.76,33.6
8.06,54.67,32.92
8.91,53.75,32.11
9.74,52.96,31.38
10.79,52.14,30.69
11.76,51.46,30.04
13.08,50.8,29.47
14.35,50.17,29.03
15.33,49.69,28.65
16.44,49.26,28.38
16.81,49,28.2
16.95,48.81,28.1
12.52,51.02,30.37
12.85,51.26,30.13
12.73,51.18,29.94
14.26,50.92,29.38
14.99,50.42,28.94
16.81,49.98,28.34
18.54,49.51,27.87
19.93,49.11,27.52
21.27,48.78,27.25
22.32,48.48,27.01
23.18,48.25,26.84
23.59,48.13,26.77
24.14,47.99,26.72
24.28,47.89,26.66
24.45,47.87,26.62
24.92,47.78,26.63
24.76,47.81,26.61
24.56,47.83,26.63
24.67,47.82,26.69
24.38,47.87,26.73
23.82,47.94,26.75
23.56,47.96,26.83
22.63,48.08,26.96
22.11,48.15,27.08
21.42,48.27,27.16
20.74,48.43,27.34
19.66,48.74,27.58
18.15,49.19,27.78
17.2,49.61,28
16.16,50.22,28.2
15.62,50.88,28.44
15.19,51.61,28.7
14.62,52.46,28.87
14.53,53.31,29.09
14.47,54.12,29.34
14.52,54.89,29.54
14.64,55.67,29.66
15.35,56.31,29.74
16.08,56.91,29.83
16.84,57.46,30.06
17.88,57.92,30.36
18.46,58.3,30.75
18.45,58.74,31.23
17.87,59.25,31.64
17.15,59.71,32.07
16.03,60.07,32.47
15.38,60.15,33.03
13.1,60.04,33.59
11.94,59.31,33.73
11.34,58.47,33.73
10.57,57.76,33.81
10.53,57.01,33.91
10.47,56.57,33.92
10.88,56.11,33.89
10.85,55.94,33.86
10.97,55.91,33.87
11,55.92,33.92
11.01,56.03,33.87
11.49,56.23,33.79
11.57,56.65,33.63
12.07,57.2,33.32
13.01,58.04,32.79
14.66,58.94,32.19
17.32,59.96,31.57
20.59,61.05,30.93
23.98,62.44,30.44
27.26,63.99,29.96
31.68,65.65,29.42
38.45,67.15,28.71
47.39,68.55,28.14
58.95,69.8,27.96
70.74,71.19,28.07
80.92,72.62,28.2
89.33,74.25,28.27
97.76,74.97,28.47
111.65,74.97,28.69
128.02,74.97,29.11
135.99,74.97,29.63
137.63,74.97,29.93
142.27,74.97,30.22
140.51,74.97,30.42
136.87,74.9,30.72
117.26,73.71,31.23
89.3,72.68,32.21
61.46,72.27,33.12
42.95,72.53,33.82
33.24,73.09,34.39
29.86,73.41,34.66
28.65,73.79,34.62
30.18,73.73,34.51
34.83,74.01,34.09
43.95,73.83,33.41
49.36,73.98,32.87
50.58,73.97,32.54
50.73,74.04,32.22
50.43,74.33,32.01
10.09,32.69,22.02
11.65,32.41,22.16
13.29,32.4,22.1
15.26,32.23,21.89
15.87,32.04,21.8
16.31,31.8,21.72
17.21,31.48,21.72
17.48,31.21,21.76
17.16,31.12,21.8
17.48,31.03,21.85
16.93,31.06,21.87
16.97,31.08,21.88
16.6,31.08,21.91
16.44,31.14,21.91
16.38,31.11,21.92
16.16,31.14,21.92
16.06,31.14,21.93
15.94,31.21,21.92
15.72,31.33,21.9
15.72,31.37,21.85
15.51,31.41,21.81
15.75,31.47,21.71
15.96,31.5,21.62
16.09,31.62,21.46
16.37,31.75,21.22
16.46,31.93,20.9
16.11,32.24,20.51
14.64,32.81,20.09
11.59,33.84,19.76
8.72,35.26,19.42
6.32,36.91,19.13
6.36,38.59,18.73
6.72,40.28,18.29
7.29,41.88,17.82
7.39,43.25,17.45
8.16,44.16,17.25
8.31,44.81,17.18
8.67,45.18,17.21
8.56,45.41,17.29
8.21,45.43,17.52
7.95,45.25,17.74
7.66,44.91,17.78
6.35,44.51,17.75
4.65,44.27,17.91
3.88,43.84,18.44
4.43,43.24,19.56
6.33,42.42,21.54
10.49,41.52,23.83
14.77,40.79,25.73
17.01,40.29,27.14
17.96,40.05,27.94
18.85,39.94,28.33
19.49,39.84,28.56
20.28,39.8,28.66
20.81,39.73,28.63
20.57,39.64,28.53
20.49,39.76,28.25
19.51,40.04,27.87
18.23,40.5,27.35
16.61,41.16,26.7
15.38,41.96,25.97
15.28,42.73,25.24
15.08,43.47,24.65
16.44,44.24,24.27
17.76,44.9,24.07
20.19,45.56,24.03
22.56,46.14,24.23
25.66,46.79,24.59
28.37,47.32,25.05
30.82,48,25.5
31.88,48.55,25.91
31.71,49.01,26.24
30.49,49.34,26.52
29.03,49.63,26.77
27.56,49.79,26.95
26.55,49.78,27.1
25.16,49.7,27.27
24.97,49.59,27.32
23.98,49.32,27.41
24,49.1,27.5
23.97,48.91,27.49
23.35,48.51,27.62
23.22,48.29,27.71
23.66,48.06,27.75
23.97,47.81,27.66
23.78,47.49,27.8
25.13,47.36,27.85
25.9,46.93,27.88
26.17,46.43,27.83
25.45,45.79,27.88
24.71,45.15,27.89
24.59,44.6,27.79
25.89,44.3,27.55
28.44,44.13,27.32
33.4,44.38,27.06
36.92,44.39,26.96
8.62,51.25,32.24
8.37,51.43,32.13
8,51.44,31.99
8.53,51.26,31.68
8.26,51.07,31.44
8.81,50.97,31.13
9.29,51,30.95
9.46,51.13,30.82
9.75,51.49,30.7
10.11,51.88,30.65
10.31,52.48,30.64
10.78,53.25,30.61
11.3,54.06,30.54
12.21,54.99,30.36
13.11,56.02,30.1
14.66,57.08,29.85
16.79,58.17,29.45
19.2,59.27,29.1
22.35,60.43,28.85
25.47,61.73,28.62
29.08,63.07,28.36
34.29,64.36,28.06
41.31,65.79,27.61
50.5,67,27.25
63.05,67.96,27.19
77.07,69,27.51
91.67,70.37,27.95
101.13,71.8,28.47
100.33,73.71,28.97
97.93,74.97,29.4
108.44,74.97,29.66
116.02,74.97,30.09
115.07,73.34,30.62
99.09,71.36,31.42
73.51,69.73,32.08
51.55,69.25,32.76
37.69,69.78,33.23
33.52,70.59,33.34
33.29,71.74,33.39
39.7,72.58,33.14
52.74,73.58,32.54
72.56,74.19,31.82
94.99,74.83,31.15
116.51,74.97,30.59
137.66,74.97,30.2
150.82,74.97,30.08
158.46,74.97,30.19
153.76,74.97,30.23
144.27,74.97,30.21
136.16,74.97,30.3
117.95,73.43,31
94.33,71.25,31.93
76.79,69.42,32.56
76.16,67.91,32.81
91.11,66.58,32.79
94.53,65.78,33.27
53.1,66.32,34.62
24.34,65.49,35.45
11.87,62.92,35.69
6.83,59.72,35.65
4.72,57.37,35.33
4.75,55.59,34.83
5.09,54.26,34.24
5.82,53.15,33.46
6.35,52.34,32.62
7.34,51.53,31.74
8.33,50.83,30.84
9.73,50.08,30.06
10.98,49.48,29.37
12.17,48.89,28.82
13.34,48.41,28.4
14.47,47.97,28.06
15.04,47.7,27.79
15.73,47.46,27.61
16.33,47.18,27.45
16.7,47.08,27.29
17.28,46.89,27.22
17.37,46.84,27.13
17.7,46.77,27.07
17.92,46.7,27.03
18.01,46.65,27.01
18.15,46.62,27.02
18.06,46.62,26.99
18.03,46.6,26.99
17.92,46.61,26.98
17.92,46.57,26.99
17.84,46.59,27
17.85,46.58,27.03
17.79,46.57,27.07
17.84,46.59,27.09
17.53,46.64,27.15
17.08,46.72,27.17
17.04,46.72,27.22
17.22,46.69,27.29
16.59,46.85,27.31
16.53,46.84,27.33
11.77,51.17,30.85
11.89,51.31,30.67
11.6,51.15,30.57
12.1,50.96,30.18
12.24,50.52,29.87
12.86,50.27,29.47
13.42,49.97,29.27
13.6,49.81,29.11
13.83,49.75,29.03
13.76,49.82,29.09
13.47,50.1,29.16
13.48,50.49,29.33
13.57,51.13,29.5
13.91,51.92,29.69
14.55,52.92,29.88
15.33,54,30
16.43,55.26,30.01
17.66,56.66,29.83
19.99,58,29.52
23.2,59.4,29.22
26.65,60.72,29.04
30.58,62.03,28.79
34.67,63.49,28.52
39.93,64.85,28.18
46.75,66.32,27.79
55.04,67.54,27.62
65.86,68.74,27.5
75.93,69.88,27.52
86.21,71.19,27.72
96.88,72.54,27.85
106.91,73.86,27.81
116.65,74.97,27.84
127.69,74.97,28.06
138.84,74.97,28.13
146.02,74.97,28.26
152.15,74.97,28.4
156.81,74.97,28.4
160.96,74.97,28.45
165.09,74.97,28.59
169.87,74.97,28.64
173.91,74.97,28.79
174.8,74.97,29.07
174.14,74.97,29.26
167.38,74.97,29.54
155.54,74.97,29.7
127.61,74.97,30.5
91.23,74.04,31.92
60.82,71.77,33
36.33,70.45,33.87
21.26,69.37,34.88
11.57,69.06,35.63
8.9,69.02,36.06
11.97,69.21,36.01
23.78,69.07,35.39
51.86,68.63,34.13
91.69,67.61,33.25
86.65,67.34,33.69
49.78,67.05,34.46
25.99,65.05,34.87
13.81,62.11,35.02
8.67,59.47,34.88
7.39,57.39,34.5
7.28,55.97,33.92
7.98,54.75,33.27
8.58,53.85,32.46
9.45,52.96,31.67
10.46,52.21,30.9
11.81,51.42,30.2
12.83,50.82,29.56
14.12,50.16,29.08
15.22,49.69,28.56
16.54,49.17,28.24
17.47,48.82,27.97
18.2,48.48,27.76
18.86,48.27,27.51
19.38,48.05,27.34
20,47.89,27.27
20.35,47.74,27.21
20.64,47.7,27.16
21.01,47.61,27.13
20.94,47.56,27.12
21.26,47.5,27.11
21.33,47.47,27.1
21.32,47.44,27.07
21.39,47.43,27.07
21.33,47.4,27.1
21.18,47.42,27.1
21.15,47.4,27.1
21.03,47.39,27.12
20.79,47.43,27.16
20.66,47.41,27.18
20.33,47.45,27.17
20.32,47.46,27.19
20.36,47.52,27.23
20.33,47.53,27.3
19.72,47.6,27.32
17.73,42.92,6.17
17.34,42.79,6.3
19.19,42.69,6.12
19.56,42.76,6.17
19.1,42.69,6.06
19.32,42.46,6.06
19.35,42.25,6.19
18.56,42.04,6.31
17.94,41.71,6.57
16.66,41.36,6.96
14.58,41.15,7.46
12.06,40.97,8.1
9.34,40.79,8.98
7.18,40.6,9.91
7.19,40.3,10.77
10.17,39.8,11.26
14.83,39.58,11.38
19.28,39.77,11.21
21.24,40.51,11.26
19.27,41.77,11.78
18.96,42.78,12.64
20.45,43.24,13.7
23.29,43.26,14.62
24.76,43.3,15.26
26.45,43.56,15.55
30.32,43.97,15.66
36.04,44.77,15.55
41.1,45.84,15.06
38.84,47.2,14.36
29.86,48.29,13.53
21.15,48.77,12.55
15.73,48.53,11.49
13.27,47.87,10.69
13.21,47.32,9.99
13.6,47.31,9.44
13.66,47.38,8.94
12.97,47.64,8.57
13.17,47.85,8.04
12.8,47.71,7.55
12.1,47.52,7.25
12.27,47.19,7.02
13.21,46.85,6.77
14.07,46.59,6.57
15.39,46.23,6.3
15.77,45.92,6.14
15.83,45.64,5.99
15.78,45.23,5.92
16.29,44.85,5.85
16.74,44.66,5.92
18.21,44.26,5.77
17.97,43.98,5.76
17.3,43.84,5.86
17.5,43.65,5.83
18.35,43.34,5.78
18.93,43.17,5.83
19.12,43.14,5.8
18.78,43.15,5.77
19.74,42.95,5.74
20.46,42.87,5.72
20.5,42.84,5.65
20.29,42.83,5.64
20.23,42.71,5.61
19.97,42.73,5.71
21.28,42.63,5.64
21.57,42.54,5.57
20.81,42.7,5.61
21.28,42.58,5.53
21.19,42.5,5.57
21.59,42.46,5.59
21.88,42.37,5.57
21.55,42.37,5.57
21.61,42.34,5.61
22.01,42.29,5.59
22.01,42.22,5.57
21.74,42.22,5.63
21.66,42.17,5.63
21.93,42.08,5.67
22.42,41.93,5.74
21.86,41.9,5.82
21.1,41.86,5.87
20.95,41.67,5.98
20.83,41.43,6.19
19.47,41.32,6.45
18.02,41.16,6.73
16.42,40.91,7.16
13.47,40.69,7.84
9.52,40.55,8.72
6.07,40.42,9.85
7.01,39.77,10.75
8.21,39.33,11.46
12.31,39.34,11.13
18.54,39.11,10.01
11.94,40.57,10.19
13.65,42.46,10.94
20.74,43.35,12.73
31.14,42.6,14.22
7.02,41.28,10.7
8.2,40.86,10.65
8.62,40.75,10.45
9.23,40.63,10.48
10.51,40.31,10.17
11.99,39.89,9.85
13.66,39.26,9.68
14.7,38.55,9.57
14.76,38.01,9.52
16.08,37.35,9.5
17.28,36.78,9.45
17.71,36.32,9.45
17.39,36.09,9.57
18.1,35.73,9.6
18.25,35.46,9.69
18.44,35.28,9.74
18.29,35.16,9.84
18.03,35.11,9.87
18.6,35.05,9.89
18.67,35.03,9.88
18.17,35.02,9.92
17.12,35.14,9.99
17.64,35.11,9.99
18.39,35.08,9.93
18.56,35.22,9.92
16.96,35.37,9.99
16.38,35.41,9.99
16.72,35.43,10.08
18.47,35.37,9.95
17.19,35.59,10.02
15.26,35.78,10.11
14.71,36.02,10.19
14.68,35.94,10.27
14.71,36.06,10.31
12.83,36.57,10.51
12.2,36.86,10.43
11.5,37.05,10.52
10.72,37.39,10.63
11.25,37.77,10.59
11.76,37.87,10.44
12.46,37.72,10.27
10.8,37.99,10.46
11.65,37.91,10.29
12.85,37.76,10.23
14.04,37.62,10.14
13.94,37.33,10.07
13.34,36.92,10.15
12.18,36.78,10.46
11.93,36.42,10.6
11.36,36.13,10.89
9.4,36.18,11.25
8.8,36.09,11.51
8.29,36.13,11.8
7.81,36.15,12.06
7.37,36.21,12.33
6.71,36.3,12.61
6.05,36.23,12.94
5.32,36.13,13.38
5.08,36.02,13.85
5.33,36.07,14.22
6.58,36.33,14.37
9.41,36.77,14.33
12.95,37.48,14.43
17.38,38.4,14.88
21.9,39.23,15.59
24.86,39.79,16.34
23.61,40.12,16.84
20.16,40.2,17.08
16.76,40.16,17.06
15,40.05,16.87
14.88,40,16.7
15.83,40.08,16.59
16.41,40.21,16.57
16.58,40.31,16.63
16.54,40.34,16.69
16.2,40.35,16.7
15.89,40.34,16.72
15.71,40.31,16.71
15.75,40.24,16.69
15.71,40.25,16.66
15.51,40.29,16.67
15.98,40.34,16.72
15.84,40.35,16.8
15.95,40.4,16.8
15.85,40.39,16.83
15.62,40.36,16.75
15.25,40.53,16.61
14.55,40.79,16.55
14.13,40.89,16.68
13.72,40.56,16.94
11.39,40.4,16.93
7.45,40.2,16.36
3.33,40.54,15.85
3.6,41.32,15.65
8.92,41.84,16.13
14.94,41.32,16.98
10.19,53.85,32.9
9.94,53.93,32.84
10.01,53.9,32.8
10.18,54,32.62
10.31,54.02,32.53
11.07,54.32,32.35
11.68,54.75,32.24
12.62,55.37,32.02
14.03,56.17,31.65
15.63,57.18,31.23
17.8,58.25,30.74
20.63,59.53,30.17
24,60.75,29.66
27.88,62.04,29.31
31.06,63.49,28.95
35.73,64.91,28.53
42.31,66.34,27.99
49.7,67.56,27.59
59.83,68.88,27.25
70.5,69.89,27.22
82.3,71.08,27.41
91.19,72.42,27.59
99.79,73.71,27.58
108.86,74.97,27.64
123,74.97,27.8
135.56,74.97,28.03
144.55,74.97,28.27
148.58,74.97,28.52
151.9,74.97,28.68
156.78,74.97,28.63
159.3,74.97,28.77
163.97,74.97,28.94
166.74,74.97,29.11
166.99,74.97,29.31
166.13,74.97,29.57
159.19,74.97,29.76
149.88,74.97,29.94
129.24,74.97,30.48
100.96,74.28,31.34
65.17,72.53,32.54
34.09,71.7,33.95
18.85,70.74,35.03
10.16,70.38,35.94
7.79,69.92,36.43
11.13,69.83,36.18
24.56,69.27,35.41
55.04,68.44,34
92.08,67.28,33.22
74.69,67.29,33.79
40.04,66.57,34.5
20.41,63.98,34.89
10.78,60.83,34.93
6.94,58.35,34.68
6.11,56.52,34.17
6.44,55.12,33.49
7.25,54,32.66
8.24,53.06,31.77
9.27,52.22,30.97
10.47,51.48,30.21
11.89,50.74,29.55
13.07,50.14,29.02
14.31,49.56,28.59
15.18,49.16,28.19
16.37,48.71,27.88
17.42,48.36,27.69
17.92,48.16,27.51
18.4,47.99,27.41
18.76,47.84,27.31
19.22,47.71,27.26
19.41,47.66,27.27
19.46,47.6,27.22
19.46,47.6,27.17
19.62,47.55,27.2
19.45,47.58,27.24
19.47,47.59,27.26
19.4,47.61,27.26
19.37,47.65,27.33
19.15,47.76,27.39
18.89,47.8,27.43
18.82,47.9,27.46
18.62,48,27.51
18.4,48.12,27.56
18.07,48.26,27.6
17.95,48.34,27.71
17.77,48.5,27.77
17.73,48.63,27.86
17.38,48.76,27.95
16.88,48.93,27.98
16.93,49.03,28.05
17.04,49.08,28.12
16.71,49.19,28.21
16.46,49.26,28.29
16.32,49.3,28.25
16.46,49.31,28.28
16.22,49.33,28.34
15.97,49.37,28.35
13.12,57.58,33.43
12.37,58.12,33.41
12.6,58.87,33.06
14.17,59.66,32.38
16.96,60.3,31.55
20.08,61.33,30.82
24.27,62.28,30.3
28.83,63.32,29.73
32.35,64.66,29.27
37.47,65.96,28.7
44.65,67.18,28.11
52.6,68.28,27.8
63.34,69.18,27.66
73.87,70.11,27.81
83.47,71.23,27.99
91.96,72.61,28.06
101.47,73.9,28.14
111.35,74.97,28.36
124.23,74.97,28.72
130.53,74.97,29.17
131.98,74.97,29.63
132.24,74.97,29.66
134.8,74.97,29.56
136.6,74.97,29.59
136.46,74.97,29.47
129.08,74.64,29.55
119.69,74.66,29.71
114.58,74.86,29.67
112.73,74.97,29.74
116.97,74.97,29.84
130.73,74.97,29.78
140.84,74.97,29.73
145.44,74.97,29.65
135.14,74.97,29.83
100.19,74.97,30.97
60.86,73.04,32.96
35.36,70.48,34.4
21.36,68.77,35.15
13.92,68.14,35.58
14.04,67.46,35.65
25.36,67.58,34.82
60.37,67.2,33.45
91.59,66.96,33.03
62.68,67.54,34.1
31.16,66.56,35
14.43,64.04,35.33
7.83,61.02,35.27
5.56,58.64,34.97
5.18,56.92,34.68
5.44,55.6,34.32
5.79,54.61,33.82
5.91,53.94,33.23
6.61,53.17,32.71
7.05,52.6,32.03
7.57,52.04,31.42
8.38,51.44,30.75
9.04,50.92,30.13
10.06,50.38,29.63
10.91,49.9,29.23
11.43,49.54,28.88
12.17,49.18,28.6
12.86,48.9,28.42
13.28,48.66,28.3
13.55,48.53,28.18
13.85,48.37,28.09
14.17,48.25,28.03
14.31,48.14,27.97
14.37,48.09,27.88
14.79,48.01,27.82
14.95,47.92,27.84
14.68,47.99,27.76
14.91,47.91,27.76
14.86,47.89,27.68
15.15,47.81,27.65
15.13,47.82,27.7
14.94,47.86,27.65
15.01,47.77,27.6
14.9,47.76,27.52
15.45,47.65,27.52
15.32,47.65,27.5
15.23,47.65,27.47
15.38,47.62,27.44
15.31,47.6,27.45
15.46,47.55,27.45
15.33,47.58,27.45
15.34,47.57,27.45
15.28,47.55,27.44
15.24,47.58,27.48
15.23,47.58,27.52
14.89,47.61,27.56
14.92,47.57,27.59
14.63,47.6,27.64
14.56,47.65,27.64
14.82,47.61,27.69
14.27,47.75,27.71
14.08,47.78,27.7
25.66,45.66,20.48
25.05,45.45,20.39
26.96,45.67,20.04
25.99,46.23,19.97
25.97,46.5,19.81
26.25,46.53,19.94
24.67,46.46,19.99
23.22,46.32,19.97
21.55,46.3,20.02
20.42,46.35,20.16
20.59,46.26,20.69
24.92,46.27,21.93
34.59,46.72,23.6
47.32,47.49,25.22
55.13,48.63,26.37
52.6,49.74,27.26
46.93,50.56,27.87
39.39,50.63,28.45
34.16,50.09,29.08
33.22,49.5,29.45
33.82,48.26,29.77
34.95,46.65,30.08
35.05,45.04,30.15
33.87,43.52,29.83
29.68,41.87,29.46
23.82,40.51,28.82
20.05,39.59,27.7
18.05,38.95,26.4
18.55,38.17,25.25
20.45,37.45,24.1
20.92,36.57,23.38
20.11,35.86,23
19.11,35.29,22.84
18.99,34.87,22.81
18.65,34.63,22.79
18.65,34.53,22.71
18.08,34.54,22.68
17.52,34.66,22.62
16.34,34.99,22.4
15.06,35.49,22.14
13.38,36.14,21.83
10.9,36.96,21.62
9.21,37.91,21.48
8.03,38.86,21.4
7.87,39.75,21.55
8.6,40.56,22
11.48,41.16,22.84
17.43,41.59,23.92
27.01,42.02,25.15
40.86,42.72,26.02
58.14,43.68,26.39
74.4,44.9,26.29
87.38,46.22,26.12
89.64,47.56,26.08
82.7,48.69,26.33
72.65,49.63,26.68
61.15,50.25,27.08
50.95,50.13,27.52
44.01,49.9,28.07
38.53,49.5,28.64
35.58,48.97,29.15
34.84,48.28,29.56
35.49,47.27,29.95
36.43,45.84,30.15
36.64,44.4,30
33.24,42.79,29.67
26.67,41.12,29.19
21.56,39.98,28.18
18.72,39.09,26.85
19,38.34,25.56
21.55,37.42,24.33
22.56,36.58,23.43
21.71,35.78,22.98
22.12,34.96,22.84
22.37,34.34,22.81
23.02,33.9,22.81
23.38,33.59,22.83
23.67,33.38,22.84
24.23,33.25,22.86
24.79,33.12,22.81
24.91,33.01,22.84
25.16,32.95,22.82
24.89,32.93,22.8
25.13,32.97,22.71
24.91,32.97,22.72
24.93,33.01,22.69
24.35,33.14,22.61
24.1,33.27,22.54
23.41,33.48,22.45
22.49,33.74,22.39
21.69,34.08,22.29
20.14,34.43,22.23
18.35,34.91,22.28
16.78,35.45,22.26
16.4,35.82,22.19
16.48,36.05,22.17
11.94,51.11,30.8
11.94,51.32,30.6
11.67,51.19,30.42
12.49,50.92,29.9
12.98,50.39,29.48
14.26,49.98,28.88
15.63,49.51,28.47
16.66,49.08,28.14
17.57,48.73,27.84
18.39,48.4,27.6
19.25,48.12,27.47
19.81,47.93,27.3
20.07,47.8,27.2
20.58,47.68,27.12
20.85,47.56,27.04
20.95,47.54,26.99
21.19,47.5,26.96
21.02,47.5,26.98
21.17,47.46,26.95
